pitch_type,start_speed,pfx_x,pfx_z
SL,87.8,-0.221,-0.706
SL,87.8,-3.88,4.43
SL,87.8,-4.396,-1.122
SL,87.8,-3.703,3.037
SL,87.8,-2.23,4.13
SL,87.8,-4.78,0.71
SL,87.8,-3.05,2.23
SL,87.8,-1.926,2.416
SL,87.8,-2.85,7.83
SL,87.8,-0.87,4.12
SL,87.8,-3.8,-1.23
SL,87.7,-0.49,3.42
SL,87.7,-2.65,4.44
SL,87.7,-2.45,5.14
SL,87.7,-2.98,3.96
SL,87.7,-1.67,1.89
CH,87.7,4.07,3.41
SL,87.7,-1.08,2.55
SL,87.7,-1.877,1.873
SL,87.7,-1.201,2.611
SL,87.7,-4.51,5.01
SL,87.7,-1.5,2.66
SL,87.7,-0.82,4.1
SL,87.7,-4.9,1.53
SL,87.7,-0.714,2.489
SL,87.7,-0.972,2.467
SL,87.7,-0.972,2.467
SL,87.7,-3.41,-0.2
SL,87.7,-2.89,2.98
SL,87.7,-2.912,3.023
SL,87.7,-1.89,6.66
SL,87.7,-1.77,2.88
SL,87.7,-0.98,1.78
SL,87.7,-4.004,9.793
SL,87.7,-2.421,4.484
SL,87.7,-0.93,3.78
SL,87.7,-0.96,6.26
SL,87.7,-3.24,1.59
SL,87.7,-4.54,2.64
SL,87.7,-4.198,1.687
SL,87.7,-1.993,6.163
CH,87.7,5.1,9.14
SL,87.7,-3.31,6.83
SL,87.6,-1.26,4.31
SL,87.6,-3.37,2.34
SL,87.6,-1.6,0.33
SL,87.6,-2.11,5.4
SL,87.6,-1.38,4.5
SL,87.6,-0.934,4.041
SL,87.6,-4.63,5.62
SL,87.6,-1.5,2.89
SL,87.6,0.14,1.2
SL,87.6,0.97,1.64
SL,87.6,-0.71,1.21
SL,87.6,-2.04,6.01
SL,87.6,-1,5.47
SL,87.6,-1.85,0.85
SL,87.6,0.266,2.066
SL,87.6,0.186,2.33
SL,87.6,-1.773,4.417
SL,87.6,-1.5,4.35
SL,87.6,-1.99,4.628
SL,87.6,-1.3,1.78
SL,87.6,-2.31,2.71
SL,87.6,-1.27,1.26
SL,87.6,-2.47,2.77
SL,87.6,-1.14,4.37
SL,87.5,-2.05,3.88
SL,87.5,0.779,7.004
SL,87.5,0.39,2.59
SL,87.5,-1.685,3.456
SL,87.5,-3.62,-0.67
SL,87.5,-2.81,2.14
SL,87.5,-0.09,6.31
SL,87.5,-3.09,2.19
SL,87.5,-0.51,4.77
SL,87.5,-0.17,5.92
SL,87.5,-2.56,5
SL,87.5,-3.3,1.1
SL,87.5,-2.79,-2.37
SL,87.5,-3.04,3.68
SL,87.5,-0.43,5.86
SL,87.5,-0.55,4.28
SL,87.5,-4.19,3.56
SL,87.5,-2.73,2.72
SL,87.5,-0.91,4.41
SL,87.5,-1.616,2.502
SL,87.5,-2.75,1.514
SL,87.5,-2.31,5.74
SL,87.5,-1.52,5
SL,87.5,-4.5,4.84
CH,87.4,4.29,10.87
SL,87.4,-3.97,3.3
SL,87.4,-2.97,1.73
SL,87.4,-2.88,3.72
SL,87.4,0.36,3.93
SL,87.4,0.117,3.145
SL,87.4,-2.41,2.21
SL,87.4,-1.77,2.01
SL,87.4,-1.77,2.01
SL,87.4,0.07,2.13
SL,87.4,0.07,2.13
SL,87.4,-0.2,0.41
SL,87.4,-2.13,2.05
SL,87.4,-1.99,0.41
SL,87.4,-2.57,7.79
SL,87.4,-1.64,5.46
SL,87.4,-2.299,2.117
SL,87.4,-1.005,3.228
SL,87.4,-1.005,3.228
SL,87.4,-3.24,2.42
SL,87.4,-3.015,1.106
SL,87.4,-2.86,3.02
SL,87.3,-1.76,4.76
SL,87.3,-2.9,2.5
SL,87.3,-0.48,1.42
SL,87.3,-2.29,5.19
SL,87.3,-3.55,3.216
SL,87.3,-5.9,2.9
SL,87.3,2.11,4.07
SL,87.3,-2.82,-1.39
SL,87.3,-3.27,0.66
SL,87.3,-2.56,1.4
SL,87.3,-2.62,-1.64
SL,87.3,-2.34,1.98
SL,87.3,-1.11,-0.57
SL,87.3,-1.82,2.19
SL,87.3,-1.67,2.149
SL,87.3,-1.54,4.57
SL,87.3,0.51,3.59
SL,87.3,-2.06,3.05
SL,87.3,-2.13,-0.42
SL,87.3,-2.753,3.463
CH,87.3,6.63,7.99
SL,87.3,-6.16,-0.8
SL,87.2,0.76,2.9
SL,87.2,1.13,2.24
SL,87.2,1.69,4.8
SL,87.2,-0.604,6.473
SL,87.2,-2.16,1.62
SL,87.2,-5.27,0.72
SL,87.2,-1.56,6.3
SL,87.2,0.32,3.9
SL,87.2,-0.9,6.96
SL,87.2,-4.98,2.08
SL,87.2,-1.127,2.741
SL,87.2,-1.127,2.741
SL,87.2,-3.4,2.78
SL,87.2,-3.24,4.76
SL,87.2,-1.78,0.39
SL,87.2,-4.37,2.91
SL,87.1,-6.64,3.47
SL,87.1,2.54,5.77
SL,87.1,0.486,5.381
SL,87.1,0.58,0.92
SL,87.1,-0.16,2.99
SL,87.1,-3.08,5.73
SL,87.1,-0.4,3.7
SL,87.1,-1.176,5.293
SL,87.1,-1.176,5.293
SL,87.1,-1.62,2.82
SL,87.1,-0.84,5.45
SL,87.1,-3.273,1.144
SL,87.1,-3.636,3.675
SL,87.1,-1.59,4.82
SL,87.1,-3.36,3.14
SL,87.1,-4.17,0.71
CH,87.1,6.15,11.19
CH,87.1,6.311,12.265
SL,87.1,-1.984,3.317
SL,87.1,-3.15,6.01
SL,87.1,-2.23,2.09
SL,87.1,-2.61,6.62
SL,87,-1.69,4.93
SL,87,-1.63,3.62
SL,87,-1.36,5.95
SL,87,-5.07,0.33
SL,87,-2.28,1.01
SL,87,-0.71,1.93
SL,87,1.37,2.67
SL,87,-0.86,1.549
SL,87,-3.706,1.301
SL,87,-0.73,2.46
SL,87,-0.733,2.462
SL,87,-5.11,1.77
SL,87,-1.5,3.79
SL,87,-4.45,1.25
CH,87,3.292,6.292
CH,87,3.292,6.292
SL,87,-1.9,1.73
SL,87,-1.31,3.96
SL,87,-3.5,3.78
SL,87,-2.6,3.13
SL,87,-2.82,7.26
SL,87,-3.43,3.45
SL,87,-4.473,3.339
SL,87,-1.1,7
SL,87,-4.18,0.96
SL,87,-3.72,7.06
SL,86.9,-5.38,0.61
SL,86.9,-0.16,1.85
SL,86.9,-0.603,5.15
SL,86.9,-3.64,1.02
SL,86.9,-3.37,4.52
SL,86.9,-4.02,4.63
SL,86.9,-2.76,0.07
SL,86.9,-4.6,-0.75
SL,86.9,-3.08,1.23
SL,86.9,-3.231,-0.074
SL,86.9,-1.4,3.6
SL,86.9,-3.255,8.991
SL,86.9,-6.357,3.839
SL,86.9,-3.36,2.48
SL,86.9,-1.97,0.09
SL,86.9,-5.27,0.19
SL,86.9,-2.952,4.578
SL,86.9,-3.032,5.669
SL,86.9,-4.27,1.41
SL,86.9,-4.37,0.2
SL,86.9,-4.1,2.34
SL,86.9,-1.94,2.38
SL,86.8,-2.65,2.54
SL,86.8,-1.91,3.66
SL,86.8,0.75,4.22
SL,86.8,-2.384,0.935
SL,86.8,-2.466,-0.063
SL,86.8,-1.746,1.895
SL,86.8,-3.39,2.11
SL,86.8,-2.47,4.12
SL,86.8,-3.01,0.91
SL,86.8,-2.94,4.82
SL,86.8,-3.62,1.98
SL,86.8,-2.16,-0.63
SL,86.8,-2.596,2.489
SL,86.8,-3.19,3
SL,86.8,-1.88,3.2
SL,86.8,-3.68,0.83
SL,86.8,-2.69,-0.3
SL,86.7,-4.18,2.98
SL,86.7,-1.927,0.496
SL,86.7,-2.691,3.512
SL,86.7,-2.89,-0.22
SL,86.7,-2.38,2.54
SL,86.7,-2.23,3.46
CH,86.7,6.62,9.66
SL,86.7,-2.89,1.97
SL,86.7,-4.35,2.13
SL,86.7,-2.853,-0.281
SL,86.7,-4.15,4.66
SL,86.7,-2.68,4.2
SL,86.6,-3.27,0.88
SL,86.6,0.76,0.36
SL,86.6,-0.93,1.95
SL,86.6,-5.37,0.99
SL,86.6,-1.29,2.52
SL,86.6,-3.79,8.1
SL,86.6,0.34,5.95
SL,86.6,-1.66,4.6
SL,86.6,-2.79,2.95
SL,86.6,-4.658,3.155
SL,86.6,-1.9,1.06
SL,86.5,-1.66,3.95
SL,86.5,-3.62,0.65
SL,86.5,-0.04,6.53
SL,86.5,-0.22,3.15
SL,86.5,-5.17,3.54
SL,86.5,-2.31,2.01
SL,86.5,-2.02,4.53
SL,86.5,-3.47,2.71
SL,86.5,-3.85,3.57
SL,86.5,-4.32,1.1
SL,86.5,-2.62,1.97
SL,86.5,-3.04,-0.17
SL,86.5,-2.43,2.97
SL,86.5,-1.231,6.441
SL,86.5,-4.504,4.207
SL,86.5,-4.44,1.15
SL,86.5,-2.001,6.751
SL,86.5,-5.17,-0.61
SL,86.5,-0.67,1.08
SL,86.5,-6.7,-0.18
SL,86.5,-1.6,4.23
CH,86.4,3.73,6.54
SL,86.4,-2.457,1.841
SL,86.4,-4.12,-0.1
SL,86.4,-4.13,1.81
SL,86.4,-1.159,0.442
SL,86.4,-3.24,1.33
SL,86.4,-5.524,5.811
SL,86.4,-1.11,5.85
SL,86.4,-2.95,1.32
SL,86.4,-4.24,1.1
SL,86.4,-3.56,2.62
SL,86.4,-2.92,7.9
SL,86.3,1.26,3.61
SL,86.3,-3.58,1.57
SL,86.3,-3.35,0.73
SL,86.3,-2.94,1.45
SL,86.3,-2.95,4.145
SL,86.3,-2.04,3.42
SL,86.3,-2.26,1.83
SL,86.3,-2.02,6.15
SL,86.3,-1.21,2.6
SL,86.3,-4.86,3.74
SL,86.3,-3.87,0.42
SL,86.3,-3.93,2.05
SL,86.3,-2.58,0.53
SL,86.2,-3.25,2.79
SL,86.2,0.79,4.01
SL,86.2,-1.694,2.96
SL,86.2,-0.52,2.456
SL,86.2,-1.7,1.88
SL,86.2,-1.705,1.875
SL,86.2,-0.841,5.974
SL,86.2,-2.74,3.96
SL,86.2,-4.88,-0.21
SL,86.2,-2.44,0.8
SL,86.2,-1.27,1.74
SL,86.2,-0.822,4.224
SL,86.2,-0.3,3.48
SL,86.1,-0.65,5.95
SL,86.1,3.849,8.842
SL,86.1,-0.281,1.75
SL,86.1,-0.281,1.75
SL,86.1,-1.61,3.52
SL,86.1,-2.39,0.5
SL,86.1,-2.9,1.55
SL,86.1,-1.74,4.85
SL,86.1,-3.63,2.45
SL,86.1,-2.483,2.442
SL,86.1,-0.78,3.15
SL,86,-3.82,2.87
SL,86,-1.04,3
SL,86,0.01,1.74
SL,86,0.95,0.81
SL,86,-2.91,0.139
SL,86,-5.09,1.11
SL,86,-5,1.79
SL,86,-3.41,3.87
SL,86,-4.14,2.85
SL,86,0.071,1.459
SL,86,-0.12,5.11
SL,86,-4.26,1.5
SL,86,-3.13,1.36
SL,85.9,-1.09,5.25
SL,85.9,-2.68,0.91
SL,85.9,-4.24,2.43
SL,85.9,-0.207,-0.161
SL,85.9,-0.897,4.532
SL,85.9,-0.897,4.532
SL,85.9,-0.987,-1.051
SL,85.9,-0.987,-1.051
SL,85.9,-5.215,6.223
SL,85.9,-1.436,8.061
SL,85.9,-4.642,0.9
SL,85.9,-3.98,0.89
SL,85.9,-2.32,4.57
SL,85.8,-0.728,6.679
SL,85.8,-5,1.8
SL,85.8,-2.6,1.74
SL,85.8,-0.8,2.01
SL,85.8,-5.27,3.31
SL,85.7,1.06,6.92
SL,85.7,-1.98,2.39
SL,85.7,-3.42,1.98
SL,85.7,-0.87,1.88
SL,85.7,-1.55,3.05
SL,85.7,-5.41,-1.71
SL,85.6,-3.32,5.4
SL,85.6,-1.88,5.81
SL,85.6,-2.42,2.24
SL,85.6,-2.87,3.08
SL,85.6,-3.095,3.584
SL,85.6,-3.776,2.782
SL,85.6,-1.692,5.714
SL,85.6,-3.49,0.89
SL,85.6,-3.807,2.102
SL,85.5,-4.54,3.75
SL,85.5,-3.104,1.614
SL,85.5,-2.181,3.988
SL,85.5,-4.13,-0.61
SL,85.5,-1.88,3.46
SL,85.5,-1.57,0.13
SL,85.5,-4.41,1.99
SL,85.5,-1.18,4.97
SL,85.4,-4.448,2.57
SL,85.4,-2.85,3.93
SL,85.4,-2.22,5.16
SL,85.4,-2.834,7.487
SL,85.4,-3.67,5.04
SL,85.3,-1.54,2.63
SL,85.3,-3.05,2.18
SL,85.3,-2.16,-0.32
CH,85.3,6.97,6.83
SL,85.3,-3.77,1.64
SL,85.3,-5.26,-2.15
SL,85.3,-5.82,-2.55
SL,85.2,-2.68,1.47
SL,85.2,-2.87,2.56
SL,85.2,-3.32,4.91
SL,85.2,-2.49,5.7
SL,85.2,-5,-1.32
SL,85.2,-2.75,0.01
SL,85.2,-1.82,3.33
SL,85.1,-1.255,-1.135
SL,85.1,-4.51,3.06
SL,85.1,-2.64,-0.09
SL,85.1,-2.66,0.58
SL,85.1,-4.01,-0.09
SL,85.1,-4.38,3.75
SL,85.1,-2.746,1.795
SL,85.1,0.49,7.06
SL,85.1,-2.91,0.36
SL,85,-1.69,2.94
SL,85,-4.19,-0.73
SL,85,-1.13,5.03
SL,85,-3.641,2.998
SL,85,-2.716,1.711
SL,84.9,-1.21,1.42
SL,84.9,-2.61,0.85
SL,84.9,-3.39,-2
SL,84.7,-0.8,4.19
SL,84.7,-3.7,1.15
SL,84.7,-2.64,-0.26
SL,84.7,-4.16,-4.7
SL,84.7,-2.421,0.532
SL,84.6,-0.68,6.42
SL,84.5,-2.1,4.95
SL,84.5,-2.09,-1.95
SL,84.5,-3.12,0
SL,84.4,-3.12,-1.41
SL,84.4,-3.93,-0.82
SL,84.4,-5.11,1.98
SL,84.3,-2.19,2.43
SL,84.3,-3.94,1.3
SL,84.2,-1.649,1.862
SL,84.1,-0.326,-1.302
SL,84.1,-2.34,3.01
SL,84.1,-6.21,-3.36
SL,83.9,-2.99,0.95
SL,83.9,-5.71,2.62
SL,83.9,-3.537,1.27
SL,83.6,-3.12,3.26
CU,83.4,0.12,2.11
SL,83.4,-1.63,-1.88
SL,82.8,-5.334,3.404
CU,76.3,-0.51,-9.4
CU,76.1,0.62,-7.83
CU,76,0.84,-10.41
CU,75.9,-1.66,-9.14
CU,75.9,-2.314,-10.095
CU,75.9,-5.733,-14.219
CU,75.8,0.75,-8.95
CU,75.7,-0.86,-9.58
CU,75.7,-0.97,-11.12
CU,75.6,-0.37,-10.56
CU,75.6,-0.82,-11.64
CU,75.6,-1.06,-8.93
CU,75.5,-1.3,-7.48
CU,75.5,-0.66,-9.99
CU,75.4,0.52,-9.54
CU,75.4,-0.87,-4.31
CU,75.4,-1.16,-10.21
CU,75.3,-0.028,-9.313
CU,75.3,-2.49,-9.7
CU,75.2,-1.26,-10.27
CU,75.2,-1.19,-8.84
CU,75.2,0.75,-9.51
CU,75.2,-0.2,-8.78
CU,75.2,-0.5,-5.82
CU,75.2,0.3,-10.16
CU,75.1,-2.73,-11.71
CU,75.1,0.81,-9.05
CU,75.1,1.2,-10.99
CU,75.1,1.08,-5.19
CU,75.1,-2.11,-7.99
CU,75.1,-1.19,-10.77
CU,75.1,-0.937,-11.241
CU,75.1,-2.99,-10.09
CU,75.1,-0.43,-12.79
CU,75,0.654,-8.139
CU,75,-1.51,-12.95
CU,75,-0.54,-10.2
CU,75,-2.6,-10.61
CU,75,0.22,-11.89
CU,75,-4.09,-11.25
CU,75,0.265,-8.902
CU,75,2.08,-7.31
CU,74.9,-0.67,-10.54
CU,74.9,-1.766,-6.884
CU,74.9,0.705,-7.614
CU,74.9,0.329,-9.845
CU,74.9,-1.96,-12.96
CU,74.9,-0.46,-12.24
CU,74.9,2.2,-8.81
CU,74.9,-0.206,-11.128
CU,74.9,0.65,-10.67
CU,74.9,-3.138,-9.128
CU,74.9,0.927,-9.594
CU,74.9,-1.99,-10.88
CU,74.8,-0.89,-10.46
CU,74.8,-1.99,-9.65
CU,74.8,-2.664,-8.909
CU,74.8,-1.941,-9.203
CU,74.8,-2.28,-11.38
CU,74.8,-0.65,-9.98
CU,74.8,-0.09,-10.36
CU,74.8,-1.499,-11.4
CU,74.8,-0.82,-10.25
CU,74.7,-2.61,-10.55
CU,74.7,-0.88,-10.74
CU,74.7,1.35,-8.01
CU,74.7,-1.36,-8.73
CU,74.7,0.254,-9.169
CU,74.7,-1.19,-11.14
CU,74.7,1.59,-10.39
CU,74.7,1.64,-8.59
CU,74.7,-0.81,-8.52
CU,74.7,-3.03,-10.68
CU,74.7,-0.35,-9.19
CU,74.7,-3.17,-12.34
CU,74.6,-1.33,-11.07
CU,74.6,0.23,-10.07
CU,74.6,-2.997,-11.187
CU,74.6,-1.986,-11.722
CU,74.6,-0.79,-9.51
CU,74.6,-1.016,-10.981
CU,74.6,-1.91,-8.89
CU,74.6,1.7,-7.78
CU,74.6,-2.619,-13.171
CU,74.6,-0.94,-12.06
CU,74.6,-1.089,-10.892
CU,74.6,-2.242,-10.303
CU,74.6,-0.71,-12.27
CU,74.6,-2.11,-6.84
CU,74.6,-3.25,-11.56
CU,74.5,-2.55,-10.34
CU,74.5,-1.16,-10.02
CU,74.5,-1.22,-8.97
CU,74.5,-3.31,-7.26
CU,74.5,-0.75,-9.63
CU,74.5,2.49,-10.75
CU,74.5,0.253,-9.735
CU,74.5,1.06,-11.65
CU,74.5,-0.5,-10.46
CU,74.5,-0.95,-13.61
CU,74.5,0.25,-10.24
CU,74.5,0.25,-10.24
CU,74.5,0.29,-9.72
CU,74.5,0.19,-10.71
CU,74.5,-2.36,-6.77
CU,74.5,-0.15,-8.23
CU,74.5,-2.22,-11.21
CU,74.5,-1.86,-12.88
CU,74.4,-1.85,-12.27
CU,74.4,-1.58,-10.73
CU,74.4,-2.402,-9.051
CU,74.4,-0.92,-13.98
CU,74.4,-1.58,-9.17
CU,74.4,-1.7,-9.75
CU,74.4,0.81,-6.99
CU,74.4,0.64,-11.22
CU,74.3,-0.69,-10.01
CU,74.3,-0.94,-8.11
CU,74.3,-2.83,-9.12
CU,74.3,-0.41,-8.53
CU,74.3,-1.89,-7.05
CU,74.3,-2.29,-10.65
CU,74.3,-2.15,-9.58
CU,74.3,-1.4,-8.79
CU,74.3,-0.89,-7.64
CU,74.3,3.374,-12.371
CU,74.3,0.71,-10.21
CU,74.3,-0.69,-10.9
CU,74.3,-2.85,-7.43
CU,74.2,0.17,-9.81
CU,74.2,-2.55,-9.03
CU,74.2,-0.85,-10.38
CU,74.2,-1.65,-9.04
CU,74.2,-1.41,-8.027
CU,74.2,0.926,-8.665
CU,74.2,-1.38,-9.24
CU,74.2,-0.48,-9.14
CU,74.2,-0.96,-8.26
CU,74.2,-0.059,-9.357
CU,74.2,-0.138,-11.028
CU,74.2,-2.86,-6.91
CU,74.1,-4.25,-9.73
CU,74.1,-2.72,-10.26
CU,74.1,0.94,-8.23
CU,74.1,-1.5,-9.11
CU,74.1,-3.32,-10.73
CU,74.1,2.16,-11.1
CU,74.1,-2.473,-9.666
CU,74.1,-3.78,-11.38
CU,74.1,-0.23,-13.01
CU,74.1,1.52,-11.41
CU,74.1,-0.75,-11.59
CU,74.1,-0.6,-9.82
CU,74.1,-1.62,-9.33
CU,74.1,-1.51,-10.48
CU,74.1,-2.65,-11.63
CU,74.1,-1.1,-11.35
CU,74.1,1.74,-10.57
CU,74.1,-1.11,-9.1
CU,74.1,1.722,-11.727
CU,74.1,-0.51,-9.13
CU,74.1,-1.8,-10.39
CU,74.1,-1.81,-11.69
CU,74.1,1.07,-12.57
CU,74,-1.04,-10.87
CU,74,-3.46,-9.4
CU,74,-1.75,-11.24
CU,74,-2.08,-10.7
CU,74,-3.21,-10.31
CU,74,-1.79,-8.18
CU,74,0.08,-10.83
CU,74,-0.266,-9.879
CU,74,-0.302,-11.924
CU,74,-1.4,-9.834
CU,74,0.319,-10.278
CU,74,-0.227,-9.031
CU,74,-1.55,-7.52
CU,74,0.98,-8.41
CU,74,1.11,-9.12
CU,74,-1.96,-8.98
CU,74,1.186,-10.641
CU,74,3.005,-10.406
CU,74,2.136,-12.286
CU,74,-0.52,-9.98
CU,74,-0.52,-10.72
CU,74,-1.778,-12.841
CU,74,-0.055,-6.774
CU,74,0.03,-7.96
CU,74,-4.004,-12.646
CU,74,-2.58,-11.66
CU,74,-0.27,-11.25
CU,74,-1.56,-12.62
CU,73.9,-1.03,-9.96
CU,73.9,-2.38,-11.35
CU,73.9,-1.11,-9.26
CU,73.9,1.9,-10.08
CU,73.9,-2.378,-10.685
CU,73.9,-3.247,-9.938
CU,73.9,0.24,-9.99
CU,73.9,-1.29,-8.51
CU,73.9,-0.31,-11.02
CU,73.9,0.2,-9.64
CU,73.9,-0.7,-6.53
CU,73.9,-3.13,-12.08
CU,73.9,-3.03,-11.66
CU,73.9,1.45,-10.59
CU,73.9,-0.204,-10.612
CU,73.9,-0.79,-6.759
CU,73.9,-1.645,-7.477
CU,73.9,-2.44,-8.5
CU,73.9,-2.72,-9.51
CU,73.9,0.53,-11.98
CU,73.9,-2.77,-13.57
CU,73.9,-0.16,-14.99
CU,73.9,-3.71,-9.3
CU,73.9,-1.51,-10.79
CU,73.9,-1.51,-8.51
CU,73.9,-1.28,-7.8
CU,73.9,-1.97,-11.25
CU,73.9,-2.72,-8.25
CU,73.9,0.3,-9.67
CU,73.9,0.63,-11.05
CU,73.9,-0.22,-12.46
CU,73.9,-2.11,-11.46
CU,73.9,-2.154,-11.922
CU,73.9,-1.59,-12.2
CU,73.9,-2.72,-11.59
CU,73.9,-3.3,-11.37
CU,73.8,-2.56,-10.28
CU,73.8,-2.9,-12.42
CU,73.8,-2.08,-9.57
CU,73.8,-2.119,-8.067
CU,73.8,-2.61,-9.03
CU,73.8,-2.47,-10.54
CU,73.8,1.7,-11.63
CU,73.8,-0.612,-10.465
CU,73.8,0.248,-9.895
CU,73.8,0.06,-12.77
CU,73.8,1.42,-9.72
CU,73.8,-1.98,-9.33
CU,73.8,-0.58,-8.42
CU,73.8,-0.85,-11.67
CU,73.8,-0.25,-7.58
CU,73.8,0.285,-11.97
CU,73.8,0.952,-9.234
CU,73.8,2.788,-10.745
CU,73.8,-0.82,-12.9
CU,73.8,-2.02,-9.92
CU,73.8,-2.76,-7.968
CU,73.8,-0.85,-8.36
CU,73.8,-1.51,-10.71
CU,73.8,-1.49,-9.67
CU,73.8,-1.8,-9.54
CU,73.8,-2.05,-9.02
CU,73.8,-2.83,-10.597
CU,73.8,-2.12,-9.38
CU,73.7,-3.16,-10.63
CU,73.7,-0.88,-10.56
CU,73.7,-0.33,-9.03
CU,73.7,-0.56,-10.37
CU,73.7,-3.84,-10.93
CU,73.7,-1.55,-10.54
CU,73.7,-0.706,-10.002
CU,73.7,-0.67,-10.2
CU,73.7,-3.35,-10.34
CU,73.7,-1.57,-11.06
CU,73.7,-2.285,-9.11
CU,73.7,-0.583,-9.795
CU,73.7,-1.807,-7.265
CU,73.7,-1.53,-14.49
CU,73.7,-0.98,-13.34
CU,73.7,-1.09,-11.71
CU,73.7,0.27,-13.38
CU,73.7,-2.85,-7.8
CU,73.7,-1.28,-8.6
CU,73.7,3.405,-12.252
CU,73.7,-1.88,-7.42
CU,73.7,-1.103,-8.949
CU,73.7,-0.696,-10.174
CU,73.7,-2.754,-9.794
CU,73.7,-2.664,-6.99
CU,73.7,-3.285,-7.8
CU,73.7,0.04,-7.5
CU,73.7,-3.9,-9.23
CU,73.7,1.693,-9.504
CU,73.7,-0.87,-9.904
CU,73.7,-3.29,-9.02
CU,73.6,-3.76,-10.2
CU,73.6,-2.557,-11.04
CU,73.6,-2.642,-8.433
CU,73.6,-1.2,-7.73
CU,73.6,-1.75,-6.28
CU,73.6,-3.18,-7.73
CU,73.6,2.85,-11.13
CU,73.6,0.24,-9.16
CU,73.6,0.237,-9.163
CU,73.6,-0.462,-9.141
CU,73.6,-0.39,-11.66
CU,73.6,-1.6,-11.68
CU,73.6,-0.05,-11.82
CU,73.6,1.128,-13.048
CU,73.6,2.124,-9.967
CU,73.6,-1.22,-12.01
CU,73.6,-2.34,-14.77
CU,73.6,-2.97,-12.44
CU,73.6,-0.11,-8.48
CU,73.6,-1.97,-12.75
CU,73.6,-1.42,-9.88
CU,73.5,-1.85,-10.86
CU,73.5,-1.17,-11.21
CU,73.5,-0.96,-10.61
CU,73.5,2.6,-11.41
CU,73.5,-0.02,-8.584
CU,73.5,-1.551,-9.958
CU,73.5,-1.192,-9.607
CU,73.5,-0.558,-6.021
CU,73.5,-0.111,-10.794
CU,73.5,0.01,-11.74
CU,73.5,-0.31,-11.91
CU,73.5,1.06,-8.92
CU,73.5,-0.26,-10.02
CU,73.5,-1.03,-8.21
CU,73.5,-0.21,-9.97
CU,73.5,-1.16,-11.42
CU,73.5,-0.14,-11.073
CU,73.5,-2.8,-12.01
CU,73.5,-1.1,-11.89
CU,73.5,0.505,-10.893
CU,73.5,1.69,-8
CU,73.5,-2.42,-10.88
CU,73.5,-2.35,-8.87
CU,73.4,-1.73,-11.4
CU,73.4,-2.42,-9.05
CU,73.4,-1.26,-10.82
CU,73.4,-1.3,-8.91
CU,73.4,0.54,-7.04
CU,73.4,-2.384,-11.596
CU,73.4,-1.533,-8.161
CU,73.4,-1.551,-10.237
CU,73.4,-0.917,-10.791
CU,73.4,1.069,-10.415
CU,73.4,-0.26,-12.67
CU,73.4,-3.7,-10.83
CU,73.4,0.42,-10.16
CU,73.4,-2.36,-8.68
CU,73.4,-0.79,-9.15
CU,73.4,2,-11.66
CU,73.4,-2.64,-9.95
CU,73.4,-3.77,-12.91
CU,73.4,0.29,-9.4
CU,73.4,1.22,-8.77
CU,73.4,-0.94,-11.98
CU,73.4,-1.62,-10.5
CU,73.4,1.876,-10.824
CU,73.4,-1.398,-11.654
CU,73.4,-1.398,-11.654
CU,73.4,-0.728,-12.222
CU,73.4,2.61,-6.66
CU,73.4,-2.61,-8.801
CU,73.4,-1.94,-7.63
CU,73.4,-1.77,-11.1
CU,73.4,-3.008,-10.765
CU,73.4,-3.003,-10.601
CU,73.3,-2.44,-9.08
CU,73.3,-1,-9.08
CU,73.3,-2.092,-10.837
CU,73.3,-1.936,-10.628
CU,73.3,-2.796,-10.458
CU,73.3,-3.48,-8.53
CU,73.3,-0.227,-8.552
CU,73.3,-3.88,-11.39
CU,73.3,0.8,-10.5
CU,73.3,-0.39,-10.47
CU,73.3,-1.87,-11.57
CU,73.3,0.33,-9.62
CU,73.3,0.33,-8.4
CU,73.3,-2.98,-9.26
CU,73.3,0.919,-12.51
CU,73.3,-3.862,-9.825
CU,73.3,-0.059,-8.295
CU,73.3,-0.47,-10.52
CU,73.3,-5.34,-11.73
CU,73.3,-2.68,-9.51
CU,73.3,-2.87,-8.56
CU,73.2,-2.29,-9.85
CU,73.2,-0.91,-8.7
CU,73.2,-1.11,-10.84
CU,73.2,-1.48,-10.51
CU,73.2,0.271,-9.553
CU,73.2,0.87,-10.45
CU,73.2,-2.58,-10.37
CU,73.2,2.15,-8.21
CU,73.2,-3.89,-11.44
CU,73.2,-2.61,-8.75
CU,73.2,-0.61,-11.06
CU,73.2,-1.39,-6.7
CU,73.2,-1.92,-8.36
CU,73.2,1.885,-9.926
CU,73.2,0.127,-12.324
CU,73.2,0.44,-12.22
CU,73.2,-2.15,-9.86
CU,73.2,-1.812,-8.997
CU,73.1,-1.53,-11
CU,73.1,-3.12,-11.15
CU,73.1,-2.3,-11.03
CU,73.1,-2.538,-9.07
CU,73.1,-1.33,-9.29
CU,73.1,1.179,-12.493
CU,73.1,-0.385,-10.608
CU,73.1,-3.34,-10.09
CU,73.1,-0.21,-12.67
CU,73.1,-1.19,-10.07
CU,73.1,0.09,-9.96
CU,73.1,-2.26,-9.55
CU,73.1,-1.02,-12.25
CU,73.1,-2.15,-10.44
CU,73.1,-2.8,-12.75
CU,73.1,0.33,-7.27
CU,73.1,-2.93,-9.01
