pitch_type,start_speed,pfx_x,pfx_z
CU,73.1,-1.465,-10.411
CU,73.1,-2.526,-11.001
CU,73.1,-2.13,-10.55
CU,73.1,-1.28,-10.89
CU,73,-1.82,-8.38
CU,73,-2.06,-9.63
CU,73,-0.953,-8.441
CU,73,-1.892,-10.595
CU,73,2.47,-11.23
CU,73,0.776,-8.738
CU,73,0.78,-8.74
CU,73,0.85,-11.98
CU,73,0.852,-11.975
CU,73,0.03,-10.993
CU,73,-2.14,-10.96
CU,73,0.55,-12.36
CU,73,-1.85,-12.88
CU,73,0.18,-9.09
CU,73,-3.75,-10.76
CU,73,-1.15,-11.79
CU,73,1.83,-11.06
CU,73,-0.35,-9.76
CU,73,0.896,-11.847
CU,73,-3.32,-12.02
CU,73,-1.82,-11.29
CU,73,-1.9,-8.28
CU,73,1.549,-12.541
CU,73,-1.51,-9.94
CU,73,0.113,-9.056
CU,73,-2.27,-12.24
CU,73,-2.39,-8.8
CU,72.9,-2.04,-12.46
CU,72.9,-2.05,-11.73
CU,72.9,-2.08,-9.67
CU,72.9,-2.83,-9.8
CU,72.9,1.845,-10.064
CU,72.9,0.741,-10.718
CU,72.9,-1.154,-9.528
CU,72.9,-3.77,-7.85
CU,72.9,-2.33,-12.11
CU,72.9,-2.26,-10.84
CU,72.9,-1.74,-11.37
CU,72.9,-1.17,-12.12
CU,72.9,1.31,-9.97
CU,72.9,-0.16,-8.49
CU,72.9,-2.6,-11.09
CU,72.9,1.774,-12.119
CU,72.9,-0.202,-12.924
CU,72.9,2.033,-11.579
CU,72.9,2.033,-11.579
CU,72.9,-0.89,-11.97
CU,72.9,-4.32,-8.57
CU,72.8,-1.78,-10.32
CU,72.8,-0.94,-11.36
CU,72.8,-0.88,-7.81
CU,72.8,1.2,-13.03
CU,72.8,-2.291,-10.415
CU,72.8,-1.68,-11.43
CU,72.8,-2.33,-10.47
CU,72.8,-1.83,-8.32
CU,72.8,1.02,-9.92
CU,72.8,-3.15,-9.15
CU,72.8,-1.22,-10.91
CU,72.8,-0.17,-8.76
CU,72.8,0.387,-10.886
CU,72.8,-1.927,-11.148
CU,72.8,-0.95,-9.08
CU,72.8,-2.63,-11.139
CU,72.8,-3.408,-9.05
CU,72.8,-0.76,-10.126
CU,72.7,-2.82,-10.36
CU,72.7,-3.2,-7.04
CU,72.7,-0.68,-9.78
CU,72.7,2.32,-11.15
CU,72.7,1.49,-9.83
CU,72.7,-0.033,-10.89
CU,72.7,1.43,-8.85
CU,72.7,1.428,-8.846
CU,72.7,0.362,-8.675
CU,72.7,-0.096,-11.029
CU,72.7,-1.36,-7.35
CU,72.7,-1.27,-10.93
CU,72.7,-4.26,-10.64
CU,72.7,-1.15,-10.61
CU,72.7,1.727,-11.636
CU,72.7,1.98,-8.4
CU,72.7,-1.479,-10.91
CU,72.7,-2.61,-11.79
CU,72.7,-0.895,-9.465
CU,72.7,0.57,-9.21
CU,72.7,-2.36,-8.69
CU,72.7,-1.23,-8.24
CU,72.7,-2.2,-10.44
CU,72.6,-2.51,-12.07
CU,72.6,-2.34,-10.53
CU,72.6,-2.83,-9.93
CU,72.6,-3.59,-10.22
CU,72.6,2.02,-11.22
CU,72.6,0.297,-11.235
CU,72.6,-0.736,-10.608
CU,72.6,0.22,-11.93
CU,72.6,-0.77,-11.73
CU,72.6,-0.21,-10.48
CU,72.6,-3.84,-11.24
CU,72.6,0.52,-10.82
CU,72.6,-2.81,-9.93
CU,72.6,-0.64,-11.5
CU,72.6,-1.63,-12.58
CU,72.6,-2.71,-9.42
CU,72.5,0.303,-11.821
CU,72.5,-2.52,-12.45
CU,72.5,-3.67,-11.01
CU,72.5,-2.06,-9.97
CU,72.5,-0.531,-12.499
CU,72.5,-0.82,-10.1
CU,72.5,-1.141,-8.907
CU,72.5,-0.84,-12.57
CU,72.5,-2.47,-10.56
CU,72.4,-0.03,-10.63
CU,72.4,0.8,-8.57
CU,72.4,-1.39,-10.19
CU,72.4,-3.88,-10.2
CU,72.4,1.28,-9.65
CU,72.4,0.109,-9.341
CU,72.4,-0.251,-10.292
CU,72.4,-0.187,-10.458
CU,72.4,-2.82,-10.23
CU,72.4,-2.33,-13.41
CU,72.4,-0.41,-8.45
CU,72.4,-2.53,-12.8
CU,72.4,-1.71,-10.55
CU,72.4,-1.351,-9.762
CU,72.4,-2.2,-7.743
CU,72.4,1.63,-8.47
CU,72.4,-1.66,-10.39
CU,72.4,-2.62,-8.38
CU,72.3,-1.42,-10.07
CU,72.3,-1.5,-11.31
CU,72.3,1.2,-10.86
CU,72.3,-2.744,-9.463
CU,72.3,-1.21,-9.21
CU,72.3,-0.46,-9.59
CU,72.3,-3.57,-9.65
CU,72.2,-0.956,-12.048
CU,72.2,-0.291,-10.131
CU,72.2,-1.88,-10.31
CU,72.2,-4.14,-11.98
CU,72.2,-1.021,-11.299
CU,72.2,0.039,-10.205
CU,72.2,-1.91,-11.314
CU,72.1,0.7,-10.14
CU,72.1,1.93,-11.8
CU,72.1,-3.3,-11.82
CU,72.1,-1.38,-12
CU,72,-3.2,-10.51
CU,72,-0.64,-11.15
CU,72,0.127,-11.224
CU,72,0.53,-9.885
CU,72,-3.75,-10.42
CU,72,-0.85,-10.76
CU,72,-0.66,-10.28
CU,72,0.18,-11.04
CU,72,-0.33,-10.82
CU,72,-1.47,-10.24
CU,71.8,0.338,-11.515
CU,71.8,-3.27,-8.06
CU,71.8,-4.1,-12
CU,71.8,-1.25,-9.87
CU,71.8,-0.65,-9.13
CU,71.8,-1.14,-10.61
CU,71.8,-1.51,-11.77
CU,71.7,-0.202,-11.467
CU,71.7,-2,-10.11
CU,71.7,-0.29,-11.76
CU,71.7,-1.745,-12.201
CU,71.7,-0.76,-13.54
CU,71.6,-0.64,-12.47
CU,71.6,-3.75,-13.14
CU,71.6,-0.46,-9.85
CU,71.6,-0.93,-11
CU,71.6,4.281,2.651
CU,71.5,-2.19,-11.4
CU,71.5,-1.51,-12.1
CU,71.5,-0.45,-10.28
CU,71.5,-2.72,-12.61
CU,71.5,-2.54,-9.93
CU,71.4,-1.24,-8.12
CU,71.3,-3.38,-12.04
CU,71.3,-2.48,-8.85
CU,71.3,-0.96,-12.07
CU,71.3,0.14,-9.11
CU,71.2,2.34,-11.49
CU,71.2,-0.17,-9.85
CU,71.2,0.02,-12.62
CU,71.2,-1.331,-9.256
CU,71.1,-0.06,-14.321
CU,71.1,-2.11,-11.85
CU,70.9,-0.094,-9.721
CU,70.9,2.357,-9.841
CU,70.9,-3.39,-14.6
CU,70.7,-3.24,-10.11
CU,70.7,0.32,-12.41
CU,70.5,-1.36,-9.67
CU,70.1,-0.85,-9.75
CU,70.1,-1.796,-10.38
CU,61,-3.342,-3.421
